"JP105F7W"	"JP51F7W"	"JP64F7W"	"JP66F7W"	"JP77F7W"	"JP166F7W"	"JP258F7W"	"JP257F7W"	"JP190F7W"	"JP23F7W"	"JP31F7W"	"JP117F7W"	"JP110F7W"	"JP411F7W"	"JP124F7W"	"JP104F7W"	"JP136F7W"	"JP9F7W"	"JP260F7W"	"JP81F7W"	"JP10F7W"	"JP403F7W"	"JP401F7W"	"JP129F7W"	"JP133F7W"	"JP20F7W"	"JP106F7W"	"JP103F7W"	"JP146F7W"	"JP45F7W"	"JP165F7W"	"JP48F7W"	"JP205F7W"	"JP83F7W"	"JP410F7W"	"JP119F7W"	"JP24F7W"	"JP221F7W"	"JP108F7W"	"JP78F7W"	"JP112F7W"	"JP116F7W"	"JP16F7W"	"JP409F7W"	"JP160F7W"	"JP3F7W"	"JP18F7W"	"JP131F7W"	"JP111F7W"	"JP107F7W"	"JP259F7W"	"JP39F7W"	"JP222F7W"	"JP22F7W"	"JP118F7W"	"JP97F7W"	"JP38F7W"	"JP187F7W"	"JP132F7W"	"JP201F7W"	"JP76F7W"	"JP102F7W"	"JP5F7W"	"JP59F7W"	"JP151F7W"	"JP88F7W"	"JP30F7W"	"JP43F7W"	"JP82F7W"	"JP67F7W"	"JP71F7W"	"JP162F7W"	"JP27F7W"	"JP120F7W"	"JP84F7W"	"JP123F7W"	"JP121F7W"	"JP156F7W"	"JP139F7W"	"JP114F7W"	"JP21F7W"	"JP11F7W"	"JP13F7W"	"JP223F7W"	"JP86F7W"	"JP2F7W"	"JP155F7W"	"JP1F7W"	"JP154F7W"	"JP159F7W"	"JP182F7W"	"JP12F7W"	"JP15F7W"	"JP202F7W"	"JP141F7W"	"JP406F7W"	"JP89F7W"	"JP19F7W"	"JP101F7W"	"JP184F7W"	"JP53F7W"	"JP186F7W"	"JP185F7W"	"JP85F7W"	"JP17F7W"	"JP98F7W"	"JP75F7W"	"JP33F7W"	"JP25F7W"	"JP163F7W"	"JP169F7W"	"JP74F7W"	"JP55F7W"	"JP130F7W"	"JP183F7W"	"JP58F7W"	"JP170F7W"	"JP4F7W"	"JP44F7W"	"JP72F7W"	"JP224F7W"	"JP79F7W"	"JP152F7W"	"JP137F7W"	"JP87F7W"	"JP153F7W"	"JP29F7W"	"JP99F7W"	"JP172F7W"	"JP157F7W"	"JP138F7W"	"JP63F7W"	"JP173F7W"	"JP191F7W"	"JP253F7W"	"JP52F7W"	"JP6F7W"	"JP206F7W"	"JP158F7W"	"JP70F7W"	"JP181F7W"	"JP192F7W"	"JP56F7W"	"JP57F7W"	"JP54F7W"	"JP174F7W"	"JP60F7W"	"JP73F7W"	"JP177F7W"	"JP62F7W"	"JP179F7W"	"JP189F7W"	"JP188F7W"	"JP69F7W"	"161FW6"	"454FW6"	"455FW6"	"451FW8"	"109FW7"	"113FW7"	"8FW6"	"402F7W"	"198FW7"	"145F7W"	"454FW8"	"199FW7"	"171FW6"	"144F7W"	"164FW6"	"65FW7"	"68FW7"	"200FW7"	"455FW8"
"259006"	0	0	0	12	10	18	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	1	0	0	49	7	0	0	0	0	36	2	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5	0	0	0	0	0	0	0	8	4	0	0	0	10	0	2	145	0	0	2	0	26	0	0	0	0	0	0	0	325	0	0	48	0	2	0	0	10	121	13	7	0	0	2	51	0	0	0	0	2	2	1	0	0	0	0	55	0	11	63	0	0	0	2	0	0	4
"174824"	0	0	46	2	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	36	28	8	2	0	0	0	1	20	0	33	68	14	0	0	40	46	71	0	33	0	0	134	0	77	116	1	0	0	0	0	38	133
"266343"	0	0	7	23	0	27	9	86	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	13	0	0	0	0	19	32	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	5	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	5	0	0	0	18	1	0	0	12	0	72	0	0	58	0	0	5	0	0	11	0	24	0	0	0	1	8	15	8	0	0	0	11	6	0	80	0	0	0	28	11	13	0	11	0	1	0	0	6	23	20	1	0	4	0	1	20	0	4	12	27	0	16	43	9	1	4
"173892"	0	0	6	0	1	48	1	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	5	3	0	0	0	0	5	4	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	12	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	3	13	0	0	12	0	1	12	0	0	24	0	2	4	1	0	1	2	3	2	8	0	0	12	0	8	12	1	10	2	10	8	3	4	0	4	8	0	0	0	0	1	2	0	0	0	0	1	0	6	5	1	0	1	3	0	1	0
"38415"	0	0	3	52	8	20	23	37	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	81	69	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	67	0	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	9	0	0	0	0	0	9	0	0	0	0	7	104	0	0	23	0	3	3	10	0	19	6	0	7	3	0	0	5	0	6	0	2	10	5	19	7	17	2	3	2	1	1	0	1	3	4	0	0	6	0	0	1	0	4	1	19	0	7	5	0	8	2
"839200"	0	0	0	56	0	44	16	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	296	0	0	0	0	0	29	0	0	0	0	0	0	141	0	0	0	0	0	0	0	0	150	0	278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	34	16	0	0	13	11	0	0	0	2	0	10	78	0	0	202	0	0	31	63	0	59	5	0	1	25	0	0	29	29	37	0	40	1	28	9	17	10	48	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0
"4426877"	0	10	0	0	0	0	0	0	0	8	5	0	0	1	0	0	0	7	1	6	2	5	3	0	0	2	0	0	1	0	0	4	12	1	0	0	0	1	0	16	0	0	5	1	5	0	16	0	0	0	2	1	5	6	0	0	3	1	0	1	7	0	0	0	0	0	3	1	2	0	0	2	1	1	1	0	0	0	0	0	8	3	1	0	0	0	0	0	0	6	5	1	2	11	0	0	0	1	0	0	3	0	1	1	2	0	0	2	3	1	0	0	7	0	0	0	0	0	6	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	1	0	0	0	0	0	0	0	0	0	0	0
"136633"	0	0	12	103	16	0	1	7	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	1	0	0	0	2	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	15	0	0	0	9	0	6	0	0	0	0	0	0	0	1	0	0	12	0	59	0	0	0	0	40	5	0	7	1	2	56	0	12	0	0	17	0	23	18	17	0	5	5	1	5	3
"661055"	0	0	4	25	90	52	3	0	0	0	0	0	0	0	0	0	0	0	0	7	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1	0	0	0	0	693	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	58	16	0	0	0	0	0	3	0	0	1	0	0	0	4	0	0	0	0	0	0	0	535	0	294	20	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	3	164	0	3	19	2	863	0	1	0	14	56	0	0	5	0	3	3	0	0	16	7	2	1	79	0	0	78	13	4	6	40	56	72	8	3	18	57	2	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0
"259870"	0	1	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	3	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	1	0	201	0	0	0	0	0	0	1	0	0	4	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	1	0	4	0	0	1	3	0	0	4	0	0	1	4	1	0	0	1	0	0	0	0	0	0	0	0	10	0	3	0	0	1	0	0	0
"214116"	0	0	3	3	11	0	0	1	3	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0	11	0	0	2	0	1	0	0	0	14	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	1	0	5	0	0	0	0	8	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	4	0	0	0	2	0	0	9	0	16	0	0	14	1	0	0	33	8	0	0	10	4	4	0	2	0	0	2	0	18	3	0	0	0	0	0	0	7
"New.0.ReferenceOTU284"	0	0	0	1	6	12	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	1	0	0	0	0	2	2	0	0	5	0	0	0	0	1	1	5	0	0	60	0	0	1	0	5	0	28	32	12	2	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
"771177"	0	0	0	2	8	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	24	0	0	0	0	0	0	10	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	19	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	14	0	5	2	0	0	1	0	0	2	0	0	0	0	0	1	5	0	0	1	7	0	0	2	10	1	0	0	3	8	0	0	0	0	0	0	0	0	3	0	0	0	0	2	0	0	3	0	0	0	1	0	0	0
"3709990"	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"828435"	0	0	0	1	1	4	2	1	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	99	0	0	0	0	1	1	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	62	0	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	2	0	0	0	2	1	0	0	2	3	4	0	0	0	0	0	8	0	0	24	0	37	1	25	0	0	1	35	15	16	0	0	32	0	2	43	9	1	9	4	0	15	7	6	2	28	18	0	0	22	17	32	0	0	0	0	19	0	6	28	0	0	0	0	0	0	40
"260397"	0	0	7	24	0	67	215	23	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	3	0	0	0	3	1	1	3	0	0	0	0	4	0	7	0	0	0	0	3	2	0	6	0	12	4	0	4	76	93	8	0	19	0	0	35	0	0	38	23	0	7	1	7	21	45
"4407703"	0	0	2	14	17	4	16	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	1	0	0	17	3	0	0	0	0	3	1	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	32	0	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	2	0	12	18	0	0	41	0	4	2	0	0	1	8	3	0	0	0	0	27	3	15	0	14	2	12	7	0	3	5	1	8	6	1	0	1	9	7	19	0	10	0	0	9	0	4	16	4	0	0	5	9	22	3
"262095"	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	6	0	0	1	0	58	0	17	0	0	31	0	12	36	0	0	0	0	0	16	16
"4426641"	0	0	53	784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	18	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	6	10	0	0	9	0	0	0	0	59	0	0	0	0	0	0	0	0	3	0	1	119	6	0	0	0	0	0	0	130	0	0	0	0	0	0	150	3	0	188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
"182764"	0	0	1	2	0	2	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	11	2	0	0	0	1	0	3	2	0	1	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	4	1	1	1	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	3	0	0	0	4	1	1	1	0	2	0	0	2	0	1	0	0	3	0	2	0	1	6	0	1	0	0	0	0	0	7	2	0	0	3	0	3	3	1	1	0	0	0	0	1	2	6	1	3	3	2	0	3	0	3	2	4	0	1	9	7	2	3
"1918929"	10	2	1	4	6	0	0	0	0	3	0	2	2	0	0	0	0	3	0	2	6	1	2	0	2	2	6	0	3	0	0	2	0	0	0	1	3	0	1	2	9	10	5	2	0	2	7	0	0	4	1	1	0	3	0	0	4	0	0	3	0	1	2	11	2	0	4	0	5	0	3	1	0	0	2	1	2	1	0	0	4	2	6	0	0	0	0	1	0	2	0	2	3	2	1	3	3	0	4	2	2	0	2	1	3	0	2	0	5	2	1	0	7	0	1	0	0	0	0	0	0	3	0	0	0	12	1	1	1	2	1	1	0	2	2	7	8	0	0	0	22	0	1	0	4	1	1	1	9	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	0	0	0	2	0	0	0	1	0
"1684221"	0	0	0	0	14	0	54	519	0	0	0	0	0	0	0	0	0	0	57	23	0	0	0	0	0	0	0	0	0	0	0	0	0	120	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	32	0	8	0	0	30	0	0	0	0	10	0	0	73	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	100	0	0	0	0	0	10	0	0	128	0	76	21	44	0	675	0	0	0	0	0	0	0	0	13	0	0	0	1	0	0	34	0	0	4	0	0	63	0	0	0	0	0	0	42	0	0	0	0	0	83	0	0	0	0	0	0	0	13	0	43	0	0	0	0	4	2	53	0	20	0	0	20	0	18	22	0	0	0	0	0	41	12
"174358"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	7	0	0	0	0	0	0	0	0	8	0	0	0
"1571092"	0	0	0	36	106	3	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	1	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	303	370	0	26	0	0	0	4	5	1	0	0	6	0	0	0	0	1	0	0	0	0	6	25	0	17	0	0	0	0	0	0	0	0	1	0	0	0	0	0	6	3	0	13	12	0	0	0	18	7	0	0	2	139	0	51	0	3	0	27	0	0	1	0	0	0	0	0	0	4	2	40	65	231	0	2	0	0	0	65	233	144	218	2	3	15	0	0	2	28	7	0	6	10	6	13	0	1	0	0	34	0	0	53	1	0	0	16	6	7	0
"586453"	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	4
"376862"	0	0	104	190	0	0	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	1	0	0	0	0	0	0	0	0	52	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	35	0	0	0	71	40	0	0	0	0	1	0	0	13	0	0	0	0	0	0	0	1	3	0	0	711	73	0	0	0	0	0	0	33	0	0	0	0	0	38	474	202	0	43	0	0	0	0	37	73	23	57	0	1	0	0	88	0	70	60	0	1	0	114	464	1	0
"2286580"	0	0	17	182	23	16	4	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	58	48	0	0	0	0	30	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	4	0	0	0	0	18	0	0	59	5	0	0	0	29	0	15	5	0	0	14	0	0	0	48	0	60	0	0	5	2	0	0	5	35	7	0	0	0	0	0	3	82	6	2	1	0	0	0	3	0	0	2	0	2	0	0	2	0	0	1	0	0	0	7	0	3	0
"4432841"	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	338	0	0	0	0	0	0	0	0	0	20	4	0	0	0	0	10	0	32	0	0	72	0	0	99	0	0	0	0	0	46	0
"178480"	0	0	0	170	111	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	159	45	0	0	1	0	10	159	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	45	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	24	0	0	0	1	17	0	0	69	19	2	0	0	225	0	51	89	0	0	31	0	15	165	10	0	23	8	0	10	92	0	0	1	47	156	0	82	54	45	31	19	120	149	6	19	0	0	0	6	0	3	6	0	0	0	0	0	0	55	0	5	0	4	15	0	0	24
"179547"	0	0	8	28	207	19	9	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	2	0	0	65	36	0	0	0	0	0	187	0	0	0	0	0	0	12	0	0	0	0	0	0	1	0	22	0	16	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	18	0	0	0	28	23	0	0	28	62	0	0	0	178	0	1	50	0	0	56	0	26	13	6	0	19	16	16	6	124	0	1	1	39	36	27	563	388	46	59	17	272	142	5	21	6	1	0	0	2	5	69	0	1	0	0	56	0	83	67	2	0	1	3	3	0	15
"187400"	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	0	0	0	0	0	24	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	40	0	0	0	66	10	13	0	0	0	0	0	0	0	0	0	0	0	44	0	0	1	44	134	0	25	0	0	47	0	0	174	28	75	36	0	0	0	0	0	0	228	25	0	0	57	51	99	0	0	0	0	55	0	139	82	21	0	7	0	0	0	19
"New.0.ReferenceOTU198"	0	4	48	53	40	1	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	22	19	0	0	0	0	0	24	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	18	2	0	0	0	1	0	0	4	23	24	0	0	9	28	23	5	0	0	14	0	0	6	0	0	0	0	0	0	1	0	44	0	14	1	0	0	0	1	0	0	69	0	0	0	111	0	0	21	0	51	30	0	0	9	16	6	123	0	61	6	15	0	0	39	0	35	16	0	4	79	0	8	14	12	0	95	24	0	4	6	0	5	12	25	83	0	6	9	7	7	107	24	27	59	25	0	0	0	6	3	5	0	0	6	0	0	0	0	2	0	1	0	1	12	6	0	1
"New.0.ReferenceOTU63"	0	1	11	3	27	1	9	6	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	15	66	0	0	0	0	0	0	0	0	0	0	4	0	18	0	0	0	0	3	0	0	0	15	0	59	0	0	0	0	0	5	10	13	0	0	99	5	6	0	0	0	136	0	0	0	0	0	0	0	0	0	6	0	5	0	8	0	34	0	0	0	0	0	41	0	0	4	40	42	11	113	4	76	10	0	0	6	5	5	44	0	40	0	9	0	0	26	0	28	5	0	9	8	0	15	3	5	0	7	7	0	5	9	16	28	9	5	76	0	5	9	7	6	17	10	18	9	16	0	0	0	2	5	4	3	3	7	0	0	0	0	4	0	2	0	0	4	4	0	10
"New.0.CleanUp.ReferenceOTU26335"	0	0	0	0	0	0	33	26	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	133	0	0	0	0	1	0	1	0	0	43	0	0	0	1	0	0	0	0	0	0	0	63	1	0	0	0	0	21	33	107	0	0	0	0	0	28	61	0	86	1	0	0	0	1	0	7	8	0	0	24	19	11	23	40	0	0	4	0	39	0	0	0	0	0	10	0	43
"New.0.ReferenceOTU145"	0	0	0	0	0	0	48	61	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	26	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0	0	0	64	26	177	0	0	0	0	0	57	120	0	129	0	0	0	0	0	0	28	11	0	0	14	15	8	0	8	0	0	15	0	17	28	0	0	0	0	0	7	10
